A0A1B1CYC5_,1410000000,582000000,840000000,674000000,1230000000,1320000000,NaN,588000000,474000000,1170000000,NaN,944000000,NaN,1560000000,656000000,NaN,676000000,NaN,NaN,1470000000,469000000,618000000,1640000000,NaN,514000000,669000000,1090000000,1530000000,648000000,956000000,1380000000,541000000,NaN,450000000,1010000000,1060000000,553000000,898000000,1230000000,669000000,754000000,453000000,1490000000,536000000,655000000,654000000,NaN,566000000
A0A1C9J6R5_,74900000,10200000,NaN,50800000,NaN,NaN,14600000,19900000,12500000,NaN,NaN,42700000,40900000,NaN,41500000,NaN,NaN,97600000,21700000,59800000,104000000,14900000,22600000,42700000,NaN,21000000,145000000,90900000,NaN,293000000,NaN,31200000,42800000,16000000,103000000,25700000,12500000,15800000,49200000,NaN,NaN,NaN,37400000,100000000,17400000,42300000,94200000,60300000
A0A1L2BU38_,122000000,94600000,78400000,212000000,186000000,257000000,120000000,173000000,142000000,104000000,98700000,67500000,124000000,219000000,153000000,45000000,260000000,118000000,84500000,67600000,54800000,128000000,276000000,137000000,131000000,145000000,77500000,139000000,84100000,278000000,297000000,77100000,42400000,83600000,82100000,203000000,171000000,202000000,159000000,26100000,204000000,96200000,140000000,158000000,163000000,150000000,432000000,39800000
A0M8Q6_IGLC7,249000000,344000000,168000000,15000000,98900000,8877500,163000000,117000000,160000000,83200000,44600000,168000000,123000000,315000000,120000000,161000000,121000000,27100000,180000000,NaN,113000000,32300000,139000000,1540000000,60400000,163000000,157000000,81200000,470000000,414000000,246000000,119000000,530000000,37100000,17700000,236000000,257000000,215000000,196000000,139000000,249000000,300000000,84600000,301000000,254000000,18800000,202000000,136000000
P02042_HBD,249000000,119000000,182000000,36000000,164000000,159000000,177000000,217000000,211000000,177000000,132000000,103000000,142000000,306000000,223000000,204000000,179000000,134000000,111000000,750000000,169000000,195000000,87600000,136000000,121000000,140000000,144000000,214000000,252000000,151000000,119000000,253000000,179000000,81100000,193000000,315000000,182000000,160000000,125000000,205000000,NaN,232000000,36900000,96600000,372000000,139000000,70300000,240000000
A0N5G3_V<lambda>3,94500000,59700000,79000000,28800000,54400000,26100000,NaN,99400000,79600000,NaN,32400000,28700000,13200000,61800000,77000000,64300000,68500000,64900000,18300000,61900000,NaN,69100000,NaN,91400000,70100000,109000000,NaN,24000000,79900000,159000000,60800000,197000000,63700000,22000000,NaN,NaN,NaN,NaN,62300000,25500000,71900000,NaN,9166200,60800000,52100000,11200000,7771100,85400000
A0N7I9_F5-20,123000000,80900000,252000000,146000000,135000000,26900000,154000000,170000000,122000000,111000000,195000000,119000000,31300000,302000000,81700000,31400000,200000000,145000000,135000000,234000000,67000000,96700000,219000000,NaN,49900000,97900000,54300000,49700000,63900000,64700000,28400000,251000000,117000000,155000000,96300000,77000000,37100000,141000000,75100000,37200000,165000000,138000000,196000000,20500000,204000000,123000000,24800000,37200000
A2IPI6_,89900000,58400000,97100000,55300000,231000000,68500000,113000000,93100000,109000000,53600000,70900000,101000000,82300000,NaN,33200000,NaN,111000000,120000000,84100000,117000000,NaN,63100000,56400000,81300000,70500000,85300000,120000000,NaN,90500000,156000000,NaN,NaN,60500000,NaN,56300000,196000000,95400000,124000000,NaN,48600000,59300000,133000000,118000000,101000000,80600000,81800000,329000000,74700000
A2J1N6_,369000000,243000000,139000000,147000000,292000000,202000000,402000000,346000000,164000000,125000000,304000000,192000000,197000000,276000000,265000000,195000000,195000000,289000000,254000000,173000000,98700000,344000000,306000000,260000000,223000000,269000000,312000000,146000000,196000000,256000000,214000000,342000000,197000000,222000000,172000000,130000000,125000000,122000000,200000000,113000000,250000000,156000000,462000000,278000000,266000000,176000000,441000000,206000000
A2J1N7_,118000000,104000000,52200000,132000000,127000000,58800000,93100000,88300000,57100000,96200000,61500000,63000000,55900000,85700000,85400000,40900000,40700000,71500000,108000000,73400000,37500000,214000000,55400000,75100000,96300000,52600000,NaN,36600000,53600000,89300000,94600000,250000000,158000000,49300000,NaN,10100000,74100000,87900000,97500000,21000000,84000000,NaN,124000000,185000000,84900000,103000000,52500000,167000000
A2J422_,49200000,48500000,NaN,85900000,71900000,NaN,NaN,NaN,57200000,NaN,49200000,NaN,43800000,NaN,55300000,43400000,72300000,NaN,63300000,77500000,67100000,73500000,91400000,68100000,62900000,118000000,NaN,69800000,98300000,73400000,NaN,64200000,56500000,49200000,NaN,91500000,NaN,103000000,53100000,NaN,84700000,85800000,NaN,49100000,63700000,124000000,151000000,118000000
A2JA16_,168000000,142000000,61900000,NaN,194000000,153000000,165000000,79800000,109000000,85600000,35000000,181000000,118000000,95900000,23300000,NaN,85100000,181000000,161000000,213000000,96700000,131000000,65000000,241000000,92300000,148000000,125000000,124000000,NaN,178000000,62500000,198000000,223000000,237000000,135000000,52500000,98800000,107000000,110000000,80000000,114000000,182000000,124000000,408000000,107000000,126000000,191000000,114000000
A2KBC6_,2800000000,3090000000,3410000000,3410000000,3520000000,2630000000,4860000000,5090000000,4300000000,2260000000,3060000000,1060000000,2270000000,3280000000,3440000000,2000000000,5080000000,2410000000,2700000000,3030000000,2320000000,3650000000,3760000000,2820000000,4280000000,4490000000,2300000000,3190000000,4850000000,3790000000,4360000000,2680000000,3310000000,3610000000,2460000000,4650000000,4490000000,4320000000,4300000000,1380000000,4160000000,6080000000,4740000000,4660000000,2890000000,4830000000,5490000000,4430000000
A2MYE2_A30,167000000,393000000,354000000,266000000,469000000,426000000,361000000,575000000,300000000,172000000,332000000,330000000,295000000,289000000,296000000,133000000,395000000,415000000,334000000,250000000,144000000,415000000,342000000,239000000,273000000,277000000,299000000,248000000,526000000,433000000,289000000,380000000,339000000,418000000,203000000,398000000,325000000,440000000,303000000,265000000,486000000,530000000,451000000,478000000,594000000,482000000,777000000,613000000
A2N2F4_VK3,79300000,62900000,101000000,53900000,225000000,41400000,30300000,107000000,58600000,43600000,75300000,65300000,93800000,NaN,71600000,59400000,50000000,166000000,111000000,99100000,31300000,101000000,65500000,88100000,38300000,90200000,131000000,39900000,38500000,NaN,55100000,67800000,54800000,125000000,77800000,58400000,42200000,51400000,59900000,33700000,81000000,63900000,109000000,105000000,43300000,78100000,145000000,NaN
A2NJV5_IGKV A18,2810000000,217000000,710000000,404000000,706000000,1120000000,890000000,1160000000,363000000,298000000,651000000,1000000000,586000000,175000000,600000000,973000000,1040000000,258000000,337000000,151000000,359000000,640000000,574000000,163000000,280000000,271000000,635000000,741000000,1620000000,1220000000,231000000,545000000,211000000,811000000,950000000,448000000,770000000,448000000,1040000000,1150000000,737000000,982000000,3180000000,921000000,647000000,117000000,1010000000,2310000000
A2NYU9_,97600000,95400000,98700000,NaN,179000000,145000000,127000000,140000000,104000000,73900000,113000000,62700000,46900000,93400000,122000000,70000000,133000000,147000000,80100000,120000000,69200000,122000000,109000000,91200000,NaN,78000000,NaN,76100000,168000000,81600000,46900000,136000000,84300000,91600000,65300000,88500000,97800000,88200000,107000000,77600000,128000000,165000000,282000000,109000000,210000000,246000000,122000000,29700000
P19823_ITIH2,28900000000,25300000000,24300000000,21600000000,25800000000,24000000000,25200000000,22300000000,27200000000,28200000000,14900000000,22600000000,20300000000,21800000000,28900000000,27400000000,24600000000,24400000000,27300000000,26000000000,26800000000,24500000000,26400000000,25300000000,25300000000,24300000000,24000000000,26000000000,19200000000,23100000000,22900000000,27900000000,28800000000,18700000000,20300000000,21200000000,23200000000,19400000000,22700000000,20500000000,25100000000,18700000000,19800000000,19400000000,23100000000,21100000000,23000000000,20500000000
P07333_CSF1R,18200000,14400000,16200000,22800000,12800000,19200000,12400000,72100000,NaN,20900000,10100000,24100000,11800000,27700000,28900000,25800000,52600000,21600000,22300000,23100000,19700000,10200000,8494950,10600000,14700000,10100000,5787900,8347850,30200000,31400000,22500000,38400000,6507900,16300000,12300000,15900000,27200000,20300000,8533150,12600000,9423700,31600000,11500000,35000000,11800000,29600000,24000000,28700000
P02656_APOC3,4220000000,8650000000,6990000000,7380000000,3180000000,8960000000,5330000000,9020000000,8470000000,5900000000,12600000000,10100000000,10500000000,7440000000,7830000000,7890000000,9680000000,6190000000,8260000000,4570000000,6820000000,5340000000,11900000000,11000000000,12400000000,7100000000,14100000000,6290000000,7540000000,6900000000,10600000000,7880000000,3970000000,7940000000,6300000000,7260000000,6680000000,10200000000,5060000000,7150000000,7050000000,3660000000,5490000000,6810000000,5000000000,6250000000,9920000000,10100000000
P08709_F7,NaN,19200000,27100000,NaN,NaN,26800000,NaN,NaN,26100000,16600000,23800000,20700000,24900000,NaN,NaN,30200000,24700000,13000000,20900000,16000000,22800000,11600000,19800000,20800000,20000000,NaN,17000000,35900000,NaN,11300000,NaN,NaN,NaN,13600000,25100000,20500000,NaN,19700000,22000000,18300000,18600000,NaN,23100000,39600000,11600000,15500000,23200000,19200000
Q15113_PCOLCE,20200000,11700000,8089500,8056900,8904100,18800000,7621500,10400000,8448600,12700000,NaN,8517400,6667200,15300000,18200000,15000000,NaN,7276700,12400000,12600000,13100000,7976600,12900000,12000000,10500000,15000000,14700000,20000000,4983700,5957700,5778300,12300000,8875100,NaN,10500000,11000000,NaN,9740300,NaN,13400000,13800000,NaN,10700000,17700000,NaN,12500000,10200000,11000000
P00450_CP,40700000000,35600000000,50000000000,55300000000,34100000000,45800000000,47400000000,33800000000,43000000000,46300000000,60600000000,48200000000,40500000000,39900000000,40700000000,40600000000,30500000000,35700000000,40500000000,22600000000,54000000000,43600000000,45700000000,37000000000,43500000000,42300000000,38900000000,47000000000,40700000000,40500000000,33400000000,36800000000,37900000000,39400000000,43300000000,31800000000,45500000000,33000000000,44800000000,42500000000,42800000000,44400000000,54200000000,41800000000,44000000000,35700000000,56000000000,46900000000
Q2KHQ6_APOL1,86200000,160000000,58600000,119000000,117000000,39400000,145000000,56300000,121000000,131000000,144000000,81100000,184000000,81700000,136000000,161000000,56900000,121000000,113000000,99100000,49700000,110000000,117000000,77600000,115000000,110000000,71800000,74600000,132000000,64400000,45400000,112000000,114000000,59700000,191000000,169000000,137000000,140000000,68500000,43400000,131000000,34400000,40900000,61100000,84200000,103000000,52600000,93100000
A5YAK2_APOC4,NaN,145000000,102000000,NaN,NaN,164000000,52800000,109000000,83900000,NaN,210000000,40300000,67200000,NaN,89900000,25700000,74400000,42900000,87100000,26500000,29200000,NaN,115000000,134000000,121000000,91700000,144000000,49400000,87000000,34400000,29900000,NaN,60600000,78600000,NaN,65800000,48400000,49900000,74800000,NaN,46700000,NaN,NaN,NaN,17600000,NaN,44500000,NaN
P02766_TTR,38000000000,35900000000,32200000000,29200000000,36100000000,33200000000,31800000000,34600000000,32400000000,37800000000,24700000000,27000000000,27200000000,46100000000,43900000000,35200000000,36500000000,35300000000,28400000000,34100000000,29900000000,31500000000,44300000000,35600000000,28900000000,31300000000,31700000000,38200000000,27800000000,34500000000,40800000000,33400000000,36700000000,30500000000,28400000000,33600000000,32100000000,29600000000,27700000000,26800000000,29700000000,21900000000,23800000000,20000000000,25500000000,30500000000,24900000000,25200000000
P17936_IGFBP3,132000000,162000000,124000000,90000000,169000000,177000000,188000000,144000000,158000000,185000000,117000000,171000000,92200000,155000000,179000000,132000000,158000000,174000000,85800000,167000000,120000000,179000000,140000000,93700000,196000000,208000000,127000000,210000000,106000000,85400000,95000000,111000000,94700000,158000000,204000000,134000000,114000000,160000000,82500000,120000000,111000000,69000000,79600000,97700000,79500000,94300000,100000000,152000000
A6XND9_B2M,250000000,170000000,309000000,257000000,250000000,189000000,212000000,263000000,205000000,377000000,230000000,244000000,196000000,219000000,283000000,175000000,242000000,262000000,328000000,312000000,260000000,218000000,247000000,136000000,155000000,211000000,238000000,313000000,247000000,270000000,316000000,259000000,336000000,311000000,245000000,307000000,167000000,183000000,152000000,454000000,327000000,252000000,376000000,223000000,266000000,401000000,299000000,429000000
P00746_CFD,78800000,73400000,77100000,79000000,68400000,66600000,75100000,88700000,75000000,82800000,57900000,81500000,71600000,70200000,70200000,61000000,68100000,48200000,97500000,59300000,90600000,47200000,62600000,52600000,44700000,45900000,56800000,65900000,72800000,60300000,59300000,107000000,55700000,58300000,52500000,58600000,35600000,49900000,62400000,117000000,53300000,78600000,93600000,70100000,82000000,77000000,74800000,76700000
A8K008_IGHG1,8560000000,5780000000,4650000000,3540000000,5570000000,4950000000,6820000000,6230000000,4000000000,4210000000,4540000000,2750000000,6930000000,6610000000,5990000000,2660000000,5330000000,4980000000,3270000000,4330000000,3930000000,11000000000,5700000000,2840000000,4600000000,4290000000,2790000000,3160000000,8120000000,4870000000,3750000000,8220000000,5060000000,3500000000,2800000000,5070000000,3830000000,6120000000,5850000000,996000000,8060000000,9870000000,5880000000,10600000000,6630000000,6460000000,6530000000,5490000000
Q9Y5C1_ANGPTL3,5374650,4912700,5988600,3226900,8526450,4569200,4354600,4061200,6584700,4413100,6057100,5935950,7899500,4510700,NaN,5151550,NaN,6198950,5762200,NaN,7535400,NaN,6997500,NaN,4610100,3349100,6697800,6742950,4993600,4843400,7578700,4542900,3872100,5495450,7355000,5718000,NaN,NaN,5037000,2692500,5851800,9220500,5916600,6304400,5584400,3637500,6958450,5464900
A8K0D8_GPR116,166000000,198000000,274000000,259000000,252000000,NaN,262000000,190000000,198000000,190000000,154000000,367000000,NaN,235000000,239000000,NaN,287000000,224000000,254000000,229000000,282000000,NaN,158000000,207000000,287000000,NaN,298000000,260000000,348000000,315000000,242000000,301000000,267000000,227000000,654000000,472000000,419000000,317000000,211000000,293000000,NaN,304000000,NaN,NaN,283000000,422000000,211000000,NaN
Q99784_OLFM1,46400000,7615200,14900000,27300000,7119600,14600000,14300000,13300000,18200000,22100000,7320000,14200000,18900000,27100000,20500000,7855200,19900000,12300000,16700000,15100000,NaN,19500000,13100000,18400000,13400000,11100000,NaN,23500000,19700000,NaN,15400000,19700000,13700000,19200000,28000000,NaN,9310300,35000000,11800000,24000000,20300000,18400000,16100000,28300000,14500000,33700000,23300000,21900000
A8K1K1_CNDP1,256000000,402000000,412000000,287000000,221000000,407000000,270000000,225000000,318000000,321000000,264000000,249000000,249000000,299000000,344000000,238000000,456000000,400000000,358000000,262000000,202000000,257000000,471000000,305000000,315000000,463000000,215000000,292000000,235000000,96800000,152000000,286000000,165000000,197000000,138000000,303000000,429000000,421000000,215000000,227000000,249000000,152000000,87200000,98800000,85900000,199000000,454000000,166000000
P10643_C7,1550000000,1520000000,1720000000,1600000000,1660000000,1470000000,1170000000,1670000000,1050000000,1560000000,1970000000,1240000000,2740000000,1590000000,1640000000,2070000000,1660000000,1700000000,1330000000,1930000000,2490000000,1940000000,1870000000,1540000000,1710000000,1850000000,531000000,2710000000,3310000000,3300000000,3420000000,2010000000,2280000000,2070000000,1880000000,2230000000,1870000000,2900000000,3030000000,5630000000,3890000000,3760000000,2390000000,2290000000,3570000000,6470000000,1910000000,3880000000
Q92820_GGH,39300000,12100000,21800000,33800000,26000000,20100000,28800000,22100000,26900000,34200000,31400000,23900000,26500000,47800000,32900000,23300000,41900000,24000000,35000000,37900000,25200000,21500000,24300000,24400000,24800000,27300000,30200000,26500000,26000000,21800000,16400000,28900000,38600000,25600000,29100000,22100000,37600000,24100000,33400000,30100000,28500000,34100000,35200000,23600000,23500000,30300000,26500000,27400000
G3XAP6_COMP,33600000,15700000,41800000,35200000,39500000,19100000,17700000,22300000,38900000,23300000,38400000,46300000,49200000,28500000,26400000,29600000,42000000,52900000,36200000,49500000,19200000,35900000,36300000,18600000,41200000,45100000,NaN,34300000,38700000,28300000,51400000,46700000,34800000,24700000,25200000,26700000,15900000,28400000,18200000,37400000,25100000,63500000,22400000,47900000,32000000,41900000,29200000,24700000
B2R773_ADIPOQ,409000000,245000000,323000000,220000000,411000000,290000000,431000000,259000000,174000000,305000000,216000000,229000000,177000000,5376000,103000000,216000000,66100000,141000000,224000000,285000000,907000000,257000000,668000000,93100000,296000000,322000000,218000000,359000000,162000000,140000000,335000000,118000000,121000000,214000000,376000000,233000000,210000000,170000000,403000000,196000000,400000000,347000000,254000000,442000000,265000000,168000000,97300000,95300000
Q9NPH3_IL1RAP,36500000,20900000,22800000,21300000,34300000,26700000,26500000,19200000,28000000,20300000,19600000,13500000,23300000,17700000,15600000,11900000,35500000,14900000,14400000,15100000,17000000,15500000,NaN,9756850,28200000,29300000,18500000,19300000,12800000,10800000,13400000,NaN,19300000,12000000,17900000,8210450,14300000,11600000,14800000,10900000,14600000,22200000,NaN,13400000,13000000,NaN,23600000,NaN
Q02818_NUCB1,532000000,107000000,411000000,745000000,767000000,618000000,808000000,336000000,307000000,392000000,736000000,372000000,556000000,351000000,725000000,770000000,759000000,546000000,125000000,835000000,304000000,532000000,671000000,314000000,422000000,543000000,647000000,468000000,487000000,225000000,354000000,482000000,539000000,623000000,310000000,594000000,214000000,135000000,511000000,463000000,723000000,357000000,731000000,469000000,1340000000,241000000,689000000,914000000
P35858_IGFALS,990000000,1210000000,1030000000,1040000000,1050000000,1120000000,1150000000,1030000000,1380000000,1170000000,891000000,1170000000,697000000,1410000000,1060000000,1000000000,1320000000,1260000000,711000000,1080000000,990000000,897000000,1100000000,555000000,1140000000,1150000000,770000000,1390000000,707000000,349000000,515000000,878000000,614000000,1120000000,1170000000,1010000000,1580000000,936000000,645000000,881000000,933000000,449000000,694000000,563000000,505000000,626000000,776000000,873000000
Q07075_ENPEP,5860700,28700000,NaN,14900000,5813300,5209400,11900000,9082950,NaN,8598750,7015800,7283100,NaN,8204000,NaN,5118600,33400000,NaN,9946200,6398500,4364500,5675550,6858700,5823850,9347300,17100000,1558500,11200000,NaN,8227200,6418200,7605400,8112500,NaN,7136000,NaN,14900000,9555500,8726900,9451200,12000000,12800000,8143400,15300000,8626100,7988700,14600000,NaN
P22891_PROZ,142000000,42400000,103000000,60000000,80400000,119000000,19900000,66000000,79300000,107000000,29000000,77300000,89200000,85300000,3197800,108000000,66700000,147000000,108000000,75500000,30400000,62000000,51200000,20800000,73100000,72700000,60100000,109000000,73700000,52400000,66100000,108000000,104000000,86200000,110000000,127000000,69400000,148000000,85800000,78900000,89600000,78700000,17900000,90200000,28700000,51700000,59600000,49000000
P01019_AGT,3840000000,4050000000,3800000000,4180000000,2720000000,3810000000,4370000000,4260000000,3680000000,4180000000,4330000000,6470000000,2650000000,4430000000,4370000000,4320000000,4070000000,3940000000,2970000000,4540000000,4870000000,4240000000,4220000000,3460000000,4620000000,4390000000,4430000000,3750000000,4470000000,3550000000,6270000000,3580000000,3960000000,4480000000,4410000000,4530000000,5460000000,4840000000,3630000000,3890000000,4160000000,3590000000,4820000000,3240000000,4320000000,3690000000,3260000000,3880000000
B4DUV1_FBLN1,85900000,70800000,134000000,85100000,103000000,94400000,136000000,52000000,149000000,91100000,81200000,79000000,157000000,104000000,121000000,87800000,113000000,127000000,106000000,149000000,127000000,81100000,108000000,76000000,101000000,104000000,101000000,86000000,107000000,102000000,72400000,116000000,87000000,125000000,109000000,68300000,98900000,94800000,149000000,167000000,88000000,272000000,152000000,168000000,88100000,152000000,109000000,84800000
Q03591_CFHR1,423000000,412000000,568000000,501000000,464000000,306000000,333000000,227000000,444000000,815000000,536000000,269000000,558000000,168000000,433000000,490000000,191000000,227000000,310000000,626000000,360000000,180000000,406000000,528000000,32000000,362000000,634000000,581000000,401000000,306000000,261000000,384000000,609000000,230000000,561000000,373000000,520000000,611000000,226000000,485000000,288000000,413000000,463000000,306000000,347000000,324000000,619000000,357000000
B1N7B8_,5930000000,6000000000,3730000000,5140000000,8010000000,4310000000,6770000000,8260000000,6460000000,4760000000,4020000000,3780000000,6390000000,4750000000,6200000000,2520000000,8170000000,8420000000,5490000000,6400000000,5010000000,5750000000,6770000000,5740000000,4650000000,6000000000,4520000000,3700000000,5420000000,5850000000,4830000000,7970000000,5130000000,6720000000,4700000000,5240000000,3440000000,5900000000,6990000000,2080000000,6360000000,7600000000,7620000000,9870000000,3020000000,6490000000,7080000000,6290000000
B1N7B9_,39300000,36500000,NaN,51000000,18900000,24300000,31200000,24400000,38900000,NaN,9938200,42800000,25800000,32400000,54100000,29800000,28200000,27100000,34600000,16900000,65800000,75700000,24500000,35400000,19800000,NaN,40700000,32700000,15400000,53800000,22400000,105000000,28400000,25000000,50700000,28600000,NaN,29300000,38000000,36700000,60500000,32700000,34800000,42400000,28500000,36200000,195000000,15100000
B2R5G8_,430000000,364000000,504000000,551000000,251000000,348000000,530000000,405000000,413000000,196000000,359000000,1150000000,560000000,354000000,379000000,415000000,375000000,245000000,443000000,379000000,425000000,216000000,433000000,345000000,422000000,378000000,271000000,424000000,613000000,264000000,401000000,272000000,382000000,593000000,343000000,303000000,579000000,352000000,362000000,405000000,550000000,200000000,331000000,143000000,306000000,217000000,337000000,282000000
Q9Y5Y7_LYVE1,30400000,20700000,27500000,38100000,32700000,23700000,41000000,33700000,31000000,26700000,18200000,45200000,36800000,51900000,42800000,36500000,38700000,38500000,41100000,59000000,34700000,22100000,24700000,46100000,21400000,26600000,49200000,37800000,56800000,37400000,56600000,28800000,31600000,45300000,63100000,38200000,23500000,41100000,51800000,73700000,29500000,55900000,33000000,83800000,42100000,47800000,35400000,100000000
B2R701_,328000000,238000000,275000000,257000000,61300000,244000000,293000000,352000000,202000000,326000000,191000000,272000000,94400000,384000000,233000000,286000000,275000000,195000000,269000000,257000000,376000000,250000000,261000000,402000000,251000000,312000000,236000000,176000000,338000000,168000000,287000000,252000000,348000000,166000000,390000000,694000000,276000000,247000000,166000000,323000000,194000000,395000000,289000000,564000000,309000000,256000000,250000000,225000000
Q6P179_ERAP2,60100000,33600000,NaN,48300000,31000000,32500000,48000000,45800000,48100000,39500000,34800000,45600000,47300000,54200000,18000000,24500000,NaN,27400000,35600000,50400000,30200000,52700000,NaN,50100000,34700000,29600000,36200000,34000000,55200000,44500000,34100000,NaN,45600000,37200000,43400000,78600000,87100000,48500000,40700000,26400000,35900000,55600000,77200000,NaN,57400000,38700000,19900000,36600000
Q9UNW1_MINPP1,148000000,97500000,126000000,53200000,114000000,72100000,95100000,123000000,88900000,133000000,122000000,80300000,96400000,138000000,85300000,115000000,46300000,64800000,129000000,125000000,91900000,170000000,122000000,148000000,84700000,106000000,117000000,88400000,102000000,84400000,102000000,107000000,95000000,89400000,107000000,165000000,98700000,117000000,45000000,121000000,96100000,86500000,98800000,138000000,85700000,124000000,100000000,67900000
P08571_CD14,65200000,95900000,107000000,78600000,84400000,72900000,76300000,84900000,101000000,127000000,209000000,126000000,111000000,79500000,85800000,88400000,64300000,75500000,83600000,93100000,116000000,101000000,92000000,82600000,72900000,94900000,60300000,85900000,108000000,97000000,99700000,75900000,83700000,96600000,97800000,101000000,106000000,91700000,75000000,107000000,77200000,109000000,114000000,103000000,92100000,106000000,165000000,95300000
P20742_PZP,1120000000,46700000,2590000000,1610000000,1470000000,2040000000,1270000000,43400000,540000000,557000000,979000000,139000000,136000000,53700000,60700000,509000000,32400000,141000000,1160000000,488000000,677000000,85600000,34300000,87700000,463000000,157000000,2490000000,692000000,614000000,65100000,59800000,134000000,288000000,727000000,389000000,105000000,514000000,120000000,60300000,868000000,801000000,62600000,110000000,57600000,36600000,31700000,1180000000,56600000
Q01459_CTBS,20100000,11400000,17400000,12200000,12900000,15900000,11400000,23600000,14000000,18600000,14000000,18600000,9337000,20000000,13400000,10700000,19300000,18000000,25400000,19700000,16900000,11800000,8551600,14300000,11400000,15200000,15300000,13500000,15300000,17200000,15100000,19200000,18800000,10100000,19100000,17000000,19500000,16800000,11300000,13100000,15100000,22200000,16300000,13200000,14100000,15200000,13600000,12200000
Q8NBJ4_GOLM1,22700000,4576700,3686500,12400000,2237300,2573300,19600000,16400000,3221100,4752800,4334300,6376600,5415900,1943500,10900000,NaN,NaN,NaN,5772800,7274300,5359500,2802600,7629400,3450700,7359000,NaN,5914900,NaN,11500000,10900000,7168200,4605400,11900000,6202050,14100000,8261800,NaN,10600000,17400000,5273600,NaN,4171300,NaN,6708400,23600000,NaN,10400000,NaN
P30101_PDIA3,7404600,NaN,17900000,6160300,24600000,13000000,9562050,5986100,7097800,5782800,NaN,11400000,9719410,9614800,5525100,6352000,12000000,8440550,5103300,12100000,13800000,NaN,6615200,9279850,5174700,NaN,19800000,7618600,8236400,7863600,NaN,15800000,9243650,NaN,4911300,NaN,6665000,7118500,10800000,6182600,10300000,NaN,7855200,4473100,NaN,5471600,NaN,NaN
B3KSS4_PVR,8897900,10400000,6512150,12500000,9551900,15800000,8599250,9925000,13200000,16100000,16700000,16500000,25300000,10700000,26600000,10700000,13800000,9304390,9018100,19800000,5597300,14400000,8734800,15200000,3418000,9032800,13000000,10500000,25900000,12400000,13100000,24900000,11600000,20200000,14500000,15900000,10600000,9086100,23300000,22800000,21700000,10800000,16200000,13500000,12100000,18900000,15900000,10600000
P55058_PLTP,159000000,218000000,198000000,128000000,166000000,140000000,230000000,203000000,177000000,172000000,214000000,276000000,307000000,135000000,199000000,180000000,211000000,156000000,185000000,163000000,249000000,204000000,253000000,224000000,284000000,251000000,151000000,224000000,212000000,169000000,259000000,181000000,144000000,241000000,219000000,223000000,175000000,269000000,180000000,178000000,184000000,196000000,189000000,324000000,242000000,292000000,251000000,212000000
Q6P387_C16orf46,313000000,207000000,211000000,224000000,298000000,188000000,355000000,282000000,230000000,236000000,346000000,412000000,274000000,232000000,279000000,391000000,241000000,313000000,299000000,254000000,264000000,407000000,320000000,293000000,297000000,246000000,224000000,335000000,144000000,211000000,400000000,190000000,230000000,291000000,214000000,306000000,244000000,181000000,242000000,340000000,421000000,191000000,288000000,293000000,321000000,291000000,288000000,226000000
B4DJQ8_,6233200,7737500,6689300,5551950,5402750,10500000,NaN,5078500,4662900,7046650,7820850,9215650,5648800,8306400,5645300,5670800,5326300,5115300,NaN,NaN,NaN,3608600,4288500,6945200,2342000,NaN,5915100,2767800,11200000,8047500,6692650,7010700,5994600,5837900,NaN,7130250,NaN,NaN,7392700,14300000,11500000,4294300,9189500,9243100,6698350,11000000,5164350,4737900
B4DPP8_KNG1,2520000000,742000000,869000000,752000000,769000000,810000000,389000000,601000000,404000000,665000000,1420000000,842000000,1030000000,998000000,1070000000,1050000000,976000000,622000000,691000000,959000000,1540000000,726000000,472000000,852000000,743000000,1020000000,149000000,1040000000,958000000,918000000,679000000,736000000,797000000,573000000,1720000000,1320000000,1410000000,926000000,106000000,609000000,392000000,1050000000,523000000,1450000000,531000000,780000000,859000000,847000000
B4DPQ0_C1R,1740000000,1490000000,2020000000,1680000000,1980000000,1740000000,1560000000,1840000000,1800000000,2130000000,2370000000,1600000000,1690000000,1790000000,1880000000,1990000000,2030000000,1680000000,2140000000,1840000000,1960000000,2100000000,1790000000,2120000000,1600000000,1550000000,1860000000,1930000000,1670000000,1960000000,1800000000,2030000000,2040000000,1730000000,1960000000,1790000000,1980000000,1680000000,1910000000,1710000000,2000000000,2090000000,2110000000,2050000000,1590000000,2030000000,1660000000,1840000000
P04070_PROC,125000000,167000000,128000000,153000000,143000000,122000000,131000000,111000000,177000000,123000000,159000000,130000000,113000000,120000000,98200000,136000000,188000000,163000000,143000000,151000000,144000000,151000000,155000000,152000000,159000000,131000000,161000000,217000000,101000000,131000000,140000000,148000000,183000000,128000000,163000000,150000000,154000000,130000000,139000000,77600000,162000000,83600000,119000000,56400000,107000000,75200000,126000000,118000000
Q92835_INPP5D,391000000,223000000,568000000,353000000,270000000,NaN,NaN,388000000,357000000,540000000,160000000,508000000,179000000,268000000,302000000,269000000,324000000,188000000,270000000,822000000,NaN,NaN,232000000,583000000,206000000,NaN,162000000,256000000,240000000,337000000,229000000,NaN,338000000,236000000,NaN,310000000,NaN,244000000,100000000,126000000,205000000,215000000,226000000,NaN,307000000,244000000,351000000,NaN
